year,region,sector,value
"2008","WI","smn",0.0177021402671797
"2008","WI","fmt",0.0149128478693215
"2008","WI","pet",0.0149128478693215
"2008","WI","mvt",0.0180015448369708
"2008","WI","cep",0.0193360499029448
"2008","WI","wst",0.0172975413912188
"2008","WI","mot",0.0180015448369708
"2008","WI","adm",0.0171157199469131
"2008","WI","soc",0.0214631985423179
"2008","WI","alt",0.0152130478935937
"2008","WI","pmt",0.0149128478693215
"2008","WI","trk",0.0172682595790774
"2008","WI","fdd",0.0197749067506015
"2008","WI","gmt",0.0177021402671797
"2008","WI","wtt",0.0172682595790774
"2008","WI","wpd",0.0172185385369633
"2008","WI","wht",0.0149128478693215
"2008","WI","oth",0.0197749067506015
"2008","WI","wrh",0.0171157199469131
"2008","WI","ott",0.0177021402671797
"2008","WI","che",0.0149128478693215
"2008","WI","air",0.0172682595790774
"2008","WI","mmf",0.0149128478693215
"2008","WI","otr",0.0172682595790774
"2008","WI","min",0.0220901068324328
"2008","RI","ppd",0.00307519976836317
"2008","RI","res",0.00386018266489506
"2008","RI","com",0.00396365638457939
"2008","RI","amb",0.0040398728000072
"2008","RI","fbp",0.00349843931587347
"2008","RI","rec",0.00367363954792618
"2008","RI","con",0.00307519976836317
"2008","RI","agr",0.00349843931587347
"2008","RI","eec",0.00254861294004038
"2008","RI","use",0.0043836240058983
"2008","RI","fnd",0.0043836240058983
"2008","RI","pub",0.00396365638457939
"2008","RI","hou",0.00410867824176751
"2008","RI","fbt",0.00349843931587347
"2008","RI","ins",0.00322648730253741
"2008","RI","tex",0.00294417628759662
"2008","RI","leg",0.00396365638457939
"2008","RI","fen",0.0043836240058983
"2008","RI","uti",0.00410867824176751
"2008","RI","nmp",0.00307519976836317
"2008","RI","brd",0.00396365638457939
"2008","RI","bnk",0.00322648730253741
"2008","RI","ore",0.00410867824176751
"2008","RI","edu",0.00386516075528014
"2008","RI","ote",0.00279258990869617
"2008","RI","man",0.00396365638457939
"2008","RI","mch",0.00307519976836317
"2008","RI","dat",0.00396365638457939
"2008","RI","amd",0.00367363954792618
"2008","RI","oil",0.0030558253860821
"2008","RI","hos",0.0040398728000072
"2008","RI","rnt",0.00367363954792618
"2008","RI","pla",0.00307519976836317
"2008","RI","fof",0.00254861294004038
"2008","RI","fin",0.00322648730253741
"2008","RI","tsv",0.00396365638457939
